Label (Grouping),Year,Total:,No Formal Education,Nursery school,Kindergarten,1st grade,2nd grade,3rd grade,4th grade,5th grade,6th grade,7th grade,8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma",Regular high school diploma,GED or alternative credential,"Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree
Census Tract 17.04; Multnomah County; Oregon!!Estimate,2023,"2,356",13,0,0,0,0,0,0,0,0,0,16,0,0,0,220,365,12,63,230,83,832,286,162,74
Census Tract 18.01; Multnomah County; Oregon!!Estimate,2023,"3,686",8,3,0,0,0,0,0,2,0,0,0,65,118,20,108,576,181,209,421,258,"1,038",460,149,70
Census Tract 18.02; Multnomah County; Oregon!!Estimate,2023,"2,956",11,0,0,0,0,0,0,0,7,7,0,11,0,0,21,213,54,103,409,214,"1,159",528,86,133
Census Tract 19; Multnomah County; Oregon!!Estimate,2023,"3,602",9,0,0,0,0,0,0,0,0,0,0,15,0,12,14,152,70,40,395,101,"1,304",971,400,119
Census Tract 20.01; Multnomah County; Oregon!!Estimate,2023,"1,860",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,140,65,63,194,111,846,314,113,8
Census Tract 20.02; Multnomah County; Oregon!!Estimate,2023,"3,102",12,0,0,0,0,0,0,0,0,0,0,0,18,174,21,169,41,199,561,233,"1,099",422,123,30
Census Tract 21.01; Multnomah County; Oregon!!Estimate,2023,"1,591",0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,184,60,44,231,34,647,365,7,12
Census Tract 21.02; Multnomah County; Oregon!!Estimate,2023,"2,050",0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,116,8,44,429,43,818,388,39,149
Census Tract 22.03; Multnomah County; Oregon!!Estimate,2023,"3,887",0,0,0,0,0,0,0,0,0,0,0,23,0,8,0,321,246,106,226,293,"1,371","1,155",51,87
Census Tract 23.03; Multnomah County; Oregon!!Estimate,2023,"3,521",15,12,0,0,0,0,0,0,0,0,19,0,72,74,47,401,76,261,617,190,"1,087",503,84,63
Census Tract 24.01; Multnomah County; Oregon!!Estimate,2023,"2,317",0,0,0,0,0,0,0,0,0,0,17,0,0,47,0,144,0,40,223,30,853,552,202,209
Census Tract 24.02; Multnomah County; Oregon!!Estimate,2023,"3,036",0,0,0,0,0,0,22,7,0,0,0,0,14,0,24,355,103,84,338,149,"1,218",480,136,106
Census Tract 25.01; Multnomah County; Oregon!!Estimate,2023,"3,339",22,0,0,0,0,0,0,0,7,0,0,0,0,7,0,127,7,61,255,149,"1,294",835,417,158
Census Tract 25.02; Multnomah County; Oregon!!Estimate,2023,"3,348",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,36,273,347,240,"1,436",504,266,75
Census Tract 26; Multnomah County; Oregon!!Estimate,2023,"2,027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,115,38,62,146,128,981,265,115,65
Census Tract 27.01; Multnomah County; Oregon!!Estimate,2023,"2,224",11,0,0,0,0,0,0,0,0,0,18,0,0,0,11,125,30,104,257,91,740,609,159,69
Census Tract 27.02; Multnomah County; Oregon!!Estimate,2023,"2,831",0,0,0,0,0,0,0,0,0,0,0,74,0,10,33,178,22,96,428,104,"1,282",354,132,118
Census Tract 28.01; Multnomah County; Oregon!!Estimate,2023,"2,496",16,0,0,0,0,0,0,0,0,0,5,0,11,0,38,143,91,34,195,215,"1,107",432,128,81
Census Tract 28.02; Multnomah County; Oregon!!Estimate,2023,"2,234",4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,206,34,109,285,89,955,348,80,109
Census Tract 29.01; Multnomah County; Oregon!!Estimate,2023,"3,879",1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,371,56,187,530,396,"1,671",516,90,44
Census Tract 29.02; Multnomah County; Oregon!!Estimate,2023,"4,906",18,0,0,0,0,64,0,0,35,19,20,35,0,52,18,460,106,140,783,300,"1,456","1,063",240,97
Census Tract 29.03; Multnomah County; Oregon!!Estimate,2023,"3,356",108,0,0,0,0,0,0,0,0,0,0,11,0,30,63,400,115,323,672,375,718,418,70,53
Census Tract 30; Multnomah County; Oregon!!Estimate,2023,"3,794",18,0,0,0,0,0,0,0,0,0,0,42,6,0,47,246,15,290,573,267,"1,382",571,224,113
Census Tract 31; Multnomah County; Oregon!!Estimate,2023,"4,117",1,0,0,0,0,8,0,0,0,0,0,8,1,1,69,172,118,150,502,346,"1,416",757,429,139
Census Tract 32; Multnomah County; Oregon!!Estimate,2023,"3,317",0,0,0,0,0,0,0,0,0,21,0,0,28,16,34,196,105,75,335,131,"1,307",712,261,96
Census Tract 33.01; Multnomah County; Oregon!!Estimate,2023,"2,231",45,0,0,0,0,0,0,0,0,0,9,0,12,23,12,125,107,165,292,126,838,421,29,27
Census Tract 33.02; Multnomah County; Oregon!!Estimate,2023,"2,956",0,0,0,0,0,0,0,0,0,0,0,25,0,0,23,627,0,152,442,191,765,548,93,90
Census Tract 34.01; Multnomah County; Oregon!!Estimate,2023,"2,798",14,0,0,0,0,0,0,0,0,0,5,0,6,30,45,279,103,118,277,179,"1,116",457,86,83
Census Tract 34.02; Multnomah County; Oregon!!Estimate,2023,"3,988",13,0,0,0,0,0,0,0,0,22,1,248,17,1,160,279,1,172,497,83,"1,815",451,207,21
Census Tract 35.01; Multnomah County; Oregon!!Estimate,2023,"3,146",15,0,0,0,0,36,0,0,0,0,13,0,6,19,11,216,87,105,470,68,"1,452",476,60,112
Census Tract 35.02; Multnomah County; Oregon!!Estimate,2023,"2,474",13,0,0,0,0,0,0,0,0,0,0,0,65,2,51,452,65,55,225,91,956,328,139,32
Census Tract 36.01; Multnomah County; Oregon!!Estimate,2023,"3,394",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,210,269,442,280,"1,247",576,23,22
Census Tract 36.02; Multnomah County; Oregon!!Estimate,2023,"5,020",0,0,0,0,0,0,0,26,0,58,0,0,15,7,18,442,27,126,770,323,"2,168",767,94,179
Census Tract 36.03; Multnomah County; Oregon!!Estimate,2023,"1,370",55,0,0,0,0,9,0,8,0,6,0,0,0,21,25,182,25,45,176,53,500,193,69,3
Census Tract 37.01; Multnomah County; Oregon!!Estimate,2023,"3,514",135,0,0,0,0,0,0,0,0,0,9,85,0,15,41,299,74,116,676,276,"1,140",564,50,34
Census Tract 37.02; Multnomah County; Oregon!!Estimate,2023,"1,946",0,0,0,0,0,11,0,0,0,3,0,14,30,5,10,118,24,33,216,63,850,395,150,24
Census Tract 38.01; Multnomah County; Oregon!!Estimate,2023,"2,145",0,0,0,0,0,0,0,0,0,0,6,0,0,0,15,276,30,15,389,133,750,407,59,65
Census Tract 38.02; Multnomah County; Oregon!!Estimate,2023,"2,689",41,0,0,0,0,0,0,0,10,0,16,58,0,2,40,243,9,91,353,357,"1,065",304,35,65
Census Tract 38.03; Multnomah County; Oregon!!Estimate,2023,"3,211",41,0,0,0,0,0,0,0,0,0,0,0,0,0,17,372,13,62,418,95,"1,675",319,96,103
Census Tract 39.02; Multnomah County; Oregon!!Estimate,2023,"2,544",0,0,0,0,0,4,0,4,4,4,12,5,8,0,0,252,71,113,313,151,922,443,101,137
Census Tract 39.03; Multnomah County; Oregon!!Estimate,2023,"2,534",1,0,0,0,0,36,0,0,32,0,0,22,121,0,62,235,97,119,377,78,841,367,146,0
Census Tract 39.04; Multnomah County; Oregon!!Estimate,2023,"3,184",0,0,0,0,0,0,69,0,28,0,0,0,0,18,34,201,20,78,775,303,"1,010",560,88,0
Census Tract 40.02; Multnomah County; Oregon!!Estimate,2023,"3,043",5,0,0,9,0,0,0,0,16,0,0,0,6,0,17,440,111,169,513,163,912,499,130,53
Census Tract 40.03; Multnomah County; Oregon!!Estimate,2023,"5,206",172,0,0,0,0,0,23,88,90,0,7,11,272,195,107,670,142,299,"1,041",256,"1,177",584,13,59
Census Tract 41.02; Multnomah County; Oregon!!Estimate,2023,"4,053",92,0,0,0,0,0,0,0,14,0,23,0,21,0,0,429,421,267,523,162,"1,253",788,34,26
Census Tract 41.03; Multnomah County; Oregon!!Estimate,2023,"3,217",92,41,0,0,0,0,0,0,47,0,0,112,51,151,28,782,46,182,274,343,639,277,51,101
Census Tract 41.04; Multnomah County; Oregon!!Estimate,2023,"2,030",61,0,0,0,0,0,0,0,0,0,0,0,0,0,61,459,115,125,352,134,455,202,66,0
Census Tract 42; Multnomah County; Oregon!!Estimate,2023,"3,243",5,0,0,0,0,0,0,0,13,0,0,14,0,24,10,268,124,209,422,297,"1,345",355,57,100
Census Tract 43; Multnomah County; Oregon!!Estimate,2023,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,126,0,37,92,60,266,176,83,9
Census Tract 45; Multnomah County; Oregon!!Estimate,2023,"2,643",37,0,0,0,0,0,0,0,0,0,0,8,0,0,38,86,11,90,337,75,955,544,347,115
Census Tract 46.01; Multnomah County; Oregon!!Estimate,2023,"2,873",27,0,0,0,0,0,0,0,0,0,0,35,0,0,12,74,66,28,149,45,"1,046",673,467,251
Census Tract 46.02; Multnomah County; Oregon!!Estimate,2023,"1,585",0,0,0,0,0,0,0,6,0,0,0,11,0,0,0,110,11,35,97,73,591,376,194,81
Census Tract 47; Multnomah County; Oregon!!Estimate,2023,"2,973",34,0,0,0,0,0,0,12,0,0,8,0,57,0,0,206,36,53,139,71,"1,329",571,419,38
Census Tract 48; Multnomah County; Oregon!!Estimate,2023,"2,167",88,0,0,0,0,0,0,0,0,0,0,10,0,0,0,192,41,89,451,152,737,193,158,56
Census Tract 49.01; Multnomah County; Oregon!!Estimate,2023,"2,861",66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,95,0,154,285,152,"1,421",438,126,123
Census Tract 49.02; Multnomah County; Oregon!!Estimate,2023,"1,790",0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,89,55,165,285,159,585,306,77,46
Census Tract 50.01; Multnomah County; Oregon!!Estimate,2023,"3,075",0,0,0,0,0,0,0,0,0,0,35,0,0,0,18,199,22,29,248,84,"1,381",586,303,170
Census Tract 50.02; Multnomah County; Oregon!!Estimate,2023,"1,138",0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,82,15,0,69,97,538,189,34,63
Census Tract 51.01; Multnomah County; Oregon!!Estimate,2023,"3,707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,197,109,442,141,"1,311",451,610,334
Census Tract 51.02; Multnomah County; Oregon!!Estimate,2023,"2,838",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,1,124,283,44,980,866,357,0
Census Tract 51.03; Multnomah County; Oregon!!Estimate,2023,"3,082",33,63,0,0,0,0,0,0,0,0,47,118,124,87,23,614,136,81,474,110,530,443,46,153
Census Tract 52.01; Multnomah County; Oregon!!Estimate,2023,"1,937",0,0,0,0,0,0,0,12,0,0,19,9,0,40,0,149,127,28,215,216,603,437,33,49
Census Tract 52.02; Multnomah County; Oregon!!Estimate,2023,"2,436",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,94,101,240,95,946,559,121,97
Census Tract 55; Multnomah County; Oregon!!Estimate,2023,"1,888",45,0,0,0,0,0,0,0,0,0,0,24,0,22,7,134,19,63,181,201,696,299,119,78
Census Tract 56.01; Multnomah County; Oregon!!Estimate,2023,"2,166",104,0,0,109,0,0,0,0,18,0,36,20,0,16,0,203,18,108,241,76,673,308,97,139
Census Tract 56.02; Multnomah County; Oregon!!Estimate,2023,871,0,0,0,0,0,0,0,0,40,0,0,0,5,0,0,73,128,104,118,110,165,111,0,17
Census Tract 57.01; Multnomah County; Oregon!!Estimate,2023,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,20,0,40,5,130,46,26,89
Census Tract 57.02; Multnomah County; Oregon!!Estimate,2023,"3,610",16,0,0,0,0,0,0,0,0,0,0,0,16,0,53,103,101,107,604,46,"1,256",782,296,230
Census Tract 58; Multnomah County; Oregon!!Estimate,2023,"3,571",21,0,0,0,0,0,0,0,0,0,28,0,0,0,0,126,17,91,353,257,"1,276",566,477,359
Census Tract 59.01; Multnomah County; Oregon!!Estimate,2023,"1,955",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,85,69,298,129,799,363,108,61
Census Tract 59.02; Multnomah County; Oregon!!Estimate,2023,"3,293",9,0,0,0,0,0,0,0,0,0,0,0,0,0,12,141,0,107,175,250,"1,035",620,517,427
Census Tract 59.03; Multnomah County; Oregon!!Estimate,2023,"2,816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,18,78,425,99,"1,202",456,399,9
Census Tract 60.01; Multnomah County; Oregon!!Estimate,2023,"1,212",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,24,20,46,124,16,561,199,140,80
Census Tract 60.02; Multnomah County; Oregon!!Estimate,2023,"1,689",0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,150,5,52,117,118,727,284,116,104
Census Tract 61; Multnomah County; Oregon!!Estimate,2023,"1,817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,9,0,113,28,809,532,219,66
Census Tract 62; Multnomah County; Oregon!!Estimate,2023,"2,481",0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,110,25,140,175,137,"1,225",376,209,77
Census Tract 63; Multnomah County; Oregon!!Estimate,2023,"3,372",34,0,0,0,0,0,0,0,0,0,0,0,0,0,14,158,15,42,365,121,"1,460",511,526,126
Census Tract 64.02; Multnomah County; Oregon!!Estimate,2023,"4,611",0,0,0,0,0,0,0,0,0,0,0,0,0,14,39,197,47,84,446,303,"1,804",916,431,330
Census Tract 64.03; Multnomah County; Oregon!!Estimate,2023,"3,001",84,0,0,0,0,0,0,0,0,0,56,0,0,0,18,181,137,241,400,284,"1,061",362,85,92
Census Tract 64.04; Multnomah County; Oregon!!Estimate,2023,"2,734",0,0,0,0,0,0,0,0,0,0,0,0,9,29,15,192,29,107,447,238,951,423,201,93
Census Tract 65.01; Multnomah County; Oregon!!Estimate,2023,"4,448",0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,317,39,462,552,247,"1,779",594,307,136
Census Tract 65.02; Multnomah County; Oregon!!Estimate,2023,"3,833",21,0,0,0,0,0,0,0,0,0,0,0,0,45,0,140,52,46,"1,016",312,"1,489",596,88,28
Census Tract 66.01; Multnomah County; Oregon!!Estimate,2023,"2,183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,115,8,70,340,131,986,317,86,125
Census Tract 66.02; Multnomah County; Oregon!!Estimate,2023,"4,353",154,0,0,0,0,0,0,0,20,0,28,0,0,0,51,308,123,194,712,222,"1,381",751,164,245
Census Tract 67.01; Multnomah County; Oregon!!Estimate,2023,"2,365",0,0,0,0,0,0,0,0,0,0,0,7,8,0,8,199,21,95,180,82,"1,005",440,132,188
Census Tract 67.02; Multnomah County; Oregon!!Estimate,2023,"2,440",18,0,0,0,0,0,14,0,0,0,0,0,0,0,0,177,55,51,460,123,986,379,123,54
Census Tract 68.01; Multnomah County; Oregon!!Estimate,2023,"1,529",0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,212,9,55,100,52,501,368,142,78
Census Tract 68.02; Multnomah County; Oregon!!Estimate,2023,"2,546",18,0,0,0,0,0,0,0,0,0,0,0,0,0,16,135,6,28,238,57,"1,020",518,297,213
Census Tract 69; Multnomah County; Oregon!!Estimate,2023,"2,310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,23,25,161,70,975,507,328,108
Census Tract 70.01; Multnomah County; Oregon!!Estimate,2023,"4,037",0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,77,7,54,259,136,"1,688",866,634,297
Census Tract 70.02; Multnomah County; Oregon!!Estimate,2023,"2,213",5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,62,39,68,227,65,924,511,197,105
Census Tract 71; Multnomah County; Oregon!!Estimate,2023,"2,109",0,0,0,0,0,0,21,0,0,0,0,0,5,0,90,267,26,73,543,113,553,311,51,56
Census Tract 72.01; Multnomah County; Oregon!!Estimate,2023,"2,029",8,0,0,0,0,0,14,0,22,0,13,0,41,8,35,310,30,149,425,184,425,239,60,66
Census Tract 72.02; Multnomah County; Oregon!!Estimate,2023,"2,652",59,0,0,0,0,0,61,0,105,0,9,0,36,0,29,309,78,102,567,187,845,155,100,10
Census Tract 73; Multnomah County; Oregon!!Estimate,2023,"1,142",4,0,0,0,0,0,0,6,0,0,5,39,77,83,12,129,266,168,201,70,44,14,20,4
Census Tract 74; Multnomah County; Oregon!!Estimate,2023,"2,439",91,0,0,0,0,22,0,48,58,0,81,39,9,25,52,211,119,159,300,203,753,226,35,8
Census Tract 75; Multnomah County; Oregon!!Estimate,2023,"3,550",23,0,0,0,0,0,0,4,0,0,0,4,19,0,95,531,192,166,465,186,"1,089",465,105,206
Census Tract 76; Multnomah County; Oregon!!Estimate,2023,"2,527",55,0,0,0,114,0,0,0,132,0,4,24,0,24,49,241,31,112,277,240,823,312,69,20
Census Tract 77; Multnomah County; Oregon!!Estimate,2023,"1,688",43,0,0,0,0,0,0,0,35,20,7,15,28,30,37,240,108,56,203,176,572,93,9,16
Census Tract 78; Multnomah County; Oregon!!Estimate,2023,"1,521",34,0,0,0,1,0,0,0,31,3,0,16,18,21,46,334,37,78,211,127,415,104,36,9
Census Tract 79; Multnomah County; Oregon!!Estimate,2023,"3,216",92,0,0,0,48,0,0,0,91,13,18,22,38,14,264,601,29,212,550,176,738,243,52,15
Census Tract 80.01; Multnomah County; Oregon!!Estimate,2023,"2,460",128,0,0,0,0,0,0,0,0,0,24,5,57,72,65,439,256,178,256,151,660,120,5,44
Census Tract 80.02; Multnomah County; Oregon!!Estimate,2023,"2,388",100,0,0,0,0,0,0,0,70,0,0,109,43,0,23,507,45,185,391,223,514,161,7,10
Census Tract 81; Multnomah County; Oregon!!Estimate,2023,"5,834",89,4,0,0,0,0,0,10,80,0,48,117,118,78,245,"1,379",654,233,638,629,"1,147",232,49,84
Census Tract 82.01; Multnomah County; Oregon!!Estimate,2023,"2,547",154,0,0,0,0,9,0,49,0,4,0,5,24,80,37,325,96,231,403,190,626,259,41,14
Census Tract 82.03; Multnomah County; Oregon!!Estimate,2023,"3,828",0,0,0,0,0,12,0,53,0,42,0,0,55,0,75,966,125,411,698,422,666,157,113,33
Census Tract 82.04; Multnomah County; Oregon!!Estimate,2023,"1,694",61,87,0,0,0,0,0,26,0,0,32,133,0,0,159,504,34,118,214,172,94,48,6,6
Census Tract 83.01; Multnomah County; Oregon!!Estimate,2023,"3,029",216,0,0,0,19,24,0,0,25,21,126,83,5,52,133,536,121,69,435,186,713,188,19,58
Census Tract 83.02; Multnomah County; Oregon!!Estimate,2023,"3,668",156,0,0,0,0,26,26,14,24,0,9,27,126,31,155,661,172,223,559,410,657,336,36,20
Census Tract 84; Multnomah County; Oregon!!Estimate,2023,"3,609",170,61,0,0,0,0,0,8,40,23,94,103,26,93,95,688,173,608,268,340,638,121,60,0
Census Tract 85; Multnomah County; Oregon!!Estimate,2023,"2,811",188,0,0,0,0,0,0,0,18,17,0,69,33,64,61,566,155,279,408,301,455,162,25,10
Census Tract 86; Multnomah County; Oregon!!Estimate,2023,"2,687",145,0,0,0,0,0,11,0,0,41,10,0,22,80,86,436,175,239,388,317,484,152,22,79
Census Tract 87; Multnomah County; Oregon!!Estimate,2023,"3,447",157,0,0,0,8,0,0,0,0,0,25,41,23,34,36,555,286,167,402,205,"1,020",344,54,90
Census Tract 88; Multnomah County; Oregon!!Estimate,2023,"3,141",124,0,0,0,0,0,0,0,9,0,12,58,6,15,26,668,144,112,514,327,709,296,84,37
Census Tract 89.02; Multnomah County; Oregon!!Estimate,2023,"3,124",86,0,0,0,0,0,39,0,14,0,0,0,56,48,118,639,290,160,357,443,666,163,0,45
Census Tract 89.03; Multnomah County; Oregon!!Estimate,2023,"3,552",184,0,0,0,0,0,0,0,0,0,24,26,47,8,114,501,98,210,726,324,634,440,153,63
Census Tract 89.04; Multnomah County; Oregon!!Estimate,2023,"3,354",151,0,0,5,51,88,0,4,0,0,70,0,80,30,31,725,88,184,370,368,773,277,59,0
Census Tract 90.01; Multnomah County; Oregon!!Estimate,2023,"3,528",61,0,0,0,0,0,0,0,41,11,2,1,98,108,252,"1,323",150,113,480,428,342,111,7,0
Census Tract 90.02; Multnomah County; Oregon!!Estimate,2023,"3,008",103,0,0,0,55,0,0,0,24,0,0,0,13,66,71,770,186,475,468,298,381,46,43,9
Census Tract 91.01; Multnomah County; Oregon!!Estimate,2023,"4,155",272,0,0,0,44,0,0,44,128,38,0,20,45,58,229,837,366,311,639,336,658,87,43,0
Census Tract 91.02; Multnomah County; Oregon!!Estimate,2023,"4,573",244,0,0,0,0,15,29,8,45,37,0,0,131,221,101,"1,240",135,372,685,333,539,175,226,37
Census Tract 92.02; Multnomah County; Oregon!!Estimate,2023,"4,078",105,0,0,0,0,0,0,146,77,0,37,29,69,77,117,845,452,152,751,569,390,185,47,30
Census Tract 92.03; Multnomah County; Oregon!!Estimate,2023,"2,342",113,0,0,88,0,0,70,19,0,0,37,19,63,24,53,443,66,127,293,120,464,325,18,0
Census Tract 92.04; Multnomah County; Oregon!!Estimate,2023,"3,135",189,0,0,0,0,0,0,0,0,12,0,94,30,43,87,516,344,205,623,273,585,134,0,0
Census Tract 93.01; Multnomah County; Oregon!!Estimate,2023,"4,119",87,0,0,0,0,0,0,0,111,0,0,90,0,51,106,"1,146",190,387,820,313,647,135,21,15
Census Tract 93.02; Multnomah County; Oregon!!Estimate,2023,"3,715",113,0,0,0,0,0,0,0,0,0,0,10,98,35,65,472,306,519,438,356,914,291,35,63
Census Tract 94; Multnomah County; Oregon!!Estimate,2023,"5,569",108,0,0,35,15,0,0,0,45,0,14,41,47,48,93,950,80,708,867,562,"1,358",457,107,34
Census Tract 95.01; Multnomah County; Oregon!!Estimate,2023,"3,275",165,0,0,0,0,19,0,0,0,23,0,0,33,25,62,849,149,199,564,305,599,251,24,8
Census Tract 95.02; Multnomah County; Oregon!!Estimate,2023,"2,672",96,0,0,0,0,0,0,0,1,23,2,0,25,95,68,514,104,184,312,279,670,214,49,36
Census Tract 96.03; Multnomah County; Oregon!!Estimate,2023,"2,518",99,0,0,0,2,2,0,3,4,0,66,0,28,28,56,919,55,237,389,232,238,159,0,1
Census Tract 96.04; Multnomah County; Oregon!!Estimate,2023,"3,630",252,0,0,0,88,19,37,0,130,0,0,18,16,62,143,787,193,318,594,302,579,71,7,14
Census Tract 96.05; Multnomah County; Oregon!!Estimate,2023,"3,880",67,0,0,0,0,0,0,0,27,0,26,216,18,104,60,"1,054",114,367,705,334,557,217,0,14
Census Tract 96.06; Multnomah County; Oregon!!Estimate,2023,"3,443",157,0,0,0,0,0,0,11,204,0,136,90,81,42,79,"1,036",117,222,545,120,391,161,32,19
Census Tract 97.01; Multnomah County; Oregon!!Estimate,2023,"2,968",86,0,0,0,0,0,0,4,0,17,10,28,27,6,88,771,282,262,480,367,196,344,0,0
Census Tract 97.03; Multnomah County; Oregon!!Estimate,2023,"3,663",115,0,0,0,0,0,0,0,8,8,266,0,35,157,102,885,226,130,658,454,400,168,33,18
Census Tract 97.04; Multnomah County; Oregon!!Estimate,2023,"2,631",15,0,0,0,0,16,0,0,168,182,22,330,62,126,17,357,117,113,373,309,353,60,0,11
Census Tract 98.01; Multnomah County; Oregon!!Estimate,2023,"2,409",170,0,0,0,0,0,0,42,0,6,0,10,25,42,59,387,77,207,603,273,330,124,0,54
Census Tract 98.03; Multnomah County; Oregon!!Estimate,2023,"4,779",262,0,0,54,96,0,0,8,75,0,0,94,137,53,334,764,359,247,888,546,671,137,17,37
Census Tract 98.04; Multnomah County; Oregon!!Estimate,2023,"2,321",265,27,0,0,0,0,0,0,126,0,0,78,40,8,102,373,175,248,375,133,230,90,0,51
Census Tract 99.03; Multnomah County; Oregon!!Estimate,2023,"6,178",152,0,0,0,0,0,0,0,80,0,2,0,17,88,306,"1,128",212,501,"1,256",624,"1,156",512,103,41
Census Tract 99.04; Multnomah County; Oregon!!Estimate,2023,"2,482",32,0,0,0,6,0,0,36,10,0,34,9,27,0,63,594,47,218,547,312,292,214,41,0
Census Tract 99.05; Multnomah County; Oregon!!Estimate,2023,"2,366",0,0,0,0,0,0,0,0,19,0,12,0,16,22,110,357,133,117,476,472,389,194,32,17
Census Tract 99.06; Multnomah County; Oregon!!Estimate,2023,"2,910",34,0,0,0,0,21,0,0,0,0,0,39,0,15,28,364,82,255,510,293,945,219,66,39
Census Tract 99.07; Multnomah County; Oregon!!Estimate,2023,"3,896",65,0,0,0,20,0,12,1,10,0,33,64,0,59,66,936,305,355,482,338,510,462,70,108
Census Tract 100.01; Multnomah County; Oregon!!Estimate,2023,"4,306",77,0,0,0,0,0,0,0,40,25,78,0,183,22,144,941,248,352,705,374,602,390,69,56
Census Tract 100.02; Multnomah County; Oregon!!Estimate,2023,"4,041",76,0,0,0,0,0,0,0,29,8,0,0,61,89,0,788,184,182,"1,118",377,793,240,82,14
Census Tract 101.01; Multnomah County; Oregon!!Estimate,2023,"2,745",5,0,0,0,48,0,0,58,115,0,0,0,19,8,78,444,181,387,405,395,390,201,11,0
Census Tract 101.02; Multnomah County; Oregon!!Estimate,2023,"3,512",57,0,0,104,60,70,0,0,94,0,16,11,11,171,50,747,24,80,637,350,725,199,35,71
Census Tract 102; Multnomah County; Oregon!!Estimate,2023,"5,283",112,0,0,208,0,38,17,0,16,0,10,30,10,139,72,980,251,784,722,658,959,221,18,38
Census Tract 103.03; Multnomah County; Oregon!!Estimate,2023,"3,983",112,0,0,0,0,0,35,0,24,0,93,11,2,13,47,997,234,237,592,377,713,420,52,24
Census Tract 103.04; Multnomah County; Oregon!!Estimate,2023,"3,344",159,0,0,0,0,27,0,55,181,83,68,179,89,77,66,754,193,160,443,328,283,154,45,0
Census Tract 103.05; Multnomah County; Oregon!!Estimate,2023,"2,484",91,0,0,0,0,11,0,0,0,0,10,30,16,37,59,434,92,214,525,296,476,174,19,0
Census Tract 103.06; Multnomah County; Oregon!!Estimate,2023,"3,076",82,0,0,0,0,0,0,0,0,0,0,49,0,7,82,780,60,282,513,367,705,95,31,23
Census Tract 104.02; Multnomah County; Oregon!!Estimate,2023,"4,078",87,0,0,0,0,0,0,83,58,0,0,19,26,61,134,854,81,444,641,487,738,317,39,9
Census Tract 104.05; Multnomah County; Oregon!!Estimate,2023,"3,968",57,0,0,0,0,0,43,17,0,0,0,32,99,12,117,"1,131",149,400,684,487,412,172,119,37
Census Tract 104.07; Multnomah County; Oregon!!Estimate,2023,"4,030",34,0,0,0,0,0,0,0,65,0,0,108,22,48,9,757,316,351,989,410,626,243,40,12
Census Tract 104.08; Multnomah County; Oregon!!Estimate,2023,"4,591",47,0,0,0,40,0,0,0,215,0,97,59,67,145,310,"1,052",184,552,424,476,777,134,0,12
Census Tract 104.10; Multnomah County; Oregon!!Estimate,2023,"3,190",35,0,0,0,0,0,0,0,0,0,94,172,49,18,111,805,376,221,542,289,223,228,27,0
Census Tract 104.11; Multnomah County; Oregon!!Estimate,2023,"2,656",38,0,0,0,0,0,0,0,0,0,0,100,94,250,30,663,134,248,365,318,236,121,59,0
Census Tract 104.12; Multnomah County; Oregon!!Estimate,2023,"2,248",10,0,0,0,0,0,0,0,0,0,0,0,34,30,18,568,61,235,257,172,646,209,8,0
Census Tract 104.13; Multnomah County; Oregon!!Estimate,2023,"3,381",90,0,0,0,0,65,0,0,62,0,9,0,0,30,0,672,138,531,464,290,540,459,31,0
Census Tract 105; Multnomah County; Oregon!!Estimate,2023,"2,970",12,2,0,0,0,0,0,0,6,0,0,7,74,6,47,580,53,226,335,335,915,224,52,96
