Label (Grouping),Year,Total,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $49,999","$50,000 to $59,999","$60,000 to $69,999","$70,000 to $79,999","$80,000 to $89,999","$90,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $174,999","$175,000 to $199,999","$200,000 to $249,999","$250,000 to $299,999","$300,000 to $399,999","$400,000 to $499,999","$500,000 to $749,999","$750,000 to $999,999","$1,000,000 to $1,499,999","$1,500,000 to $1,999,999","$2,000,000 or more"
"Census Tract 81, Multnomah County, Oregon",2021,"1,205",0,16,0,0,0,0,19,0,0,0,0,0,0,14,0,44,35,20,75,591,391,0,0,0,0,0
"Census Tract 82.01, Multnomah County, Oregon",2021,752,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,31,36,19,54,283,191,126,0,0,0,0
"Census Tract 82.03, Multnomah County, Oregon",2021,984,0,0,0,0,0,0,0,0,0,15,0,0,0,22,16,37,74,94,152,250,248,57,0,19,0,0
"Census Tract 82.04, Multnomah County, Oregon",2021,671,0,0,0,0,0,54,0,0,85,0,0,0,0,0,0,55,0,107,20,307,22,0,0,21,0,0
"Census Tract 83.01, Multnomah County, Oregon",2021,652,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,60,62,82,310,79,36,0,0,0,0
"Census Tract 83.02, Multnomah County, Oregon",2021,877,34,14,0,7,0,0,12,26,0,0,0,0,0,0,0,0,0,131,162,399,92,0,0,0,0,0
"Census Tract 84, Multnomah County, Oregon",2021,791,0,0,0,0,0,0,0,0,0,0,30,25,0,6,13,16,12,158,128,295,100,8,0,0,0,0
"Census Tract 85, Multnomah County, Oregon",2021,871,0,0,0,0,0,0,0,10,0,0,0,0,0,8,0,10,0,148,127,387,77,84,20,0,0,0
"Census Tract 86, Multnomah County, Oregon",2021,"1,034",125,0,9,0,0,11,0,0,0,0,0,0,0,0,0,15,20,100,104,483,78,35,54,0,0,0
"Census Tract 87, Multnomah County, Oregon",2021,"1,392",11,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,30,114,289,528,239,167,0,0,0,0
"Census Tract 88, Multnomah County, Oregon",2021,"1,093",0,0,0,0,8,0,0,0,0,0,0,0,0,18,0,33,0,166,143,493,176,47,0,0,0,9
"Census Tract 89.02, Multnomah County, Oregon",2021,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,33,14,167,295,61,9,0,0,0
"Census Tract 89.03, Multnomah County, Oregon",2021,"1,398",0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,35,0,19,123,259,535,329,28,19,0,19
"Census Tract 89.04, Multnomah County, Oregon",2021,"1,020",19,0,0,0,0,31,0,0,0,72,0,0,0,21,0,0,0,40,136,305,243,153,0,0,0,0
"Census Tract 90.01, Multnomah County, Oregon",2021,"1,180",23,0,19,0,0,0,0,0,0,0,21,0,19,0,0,30,0,58,223,539,157,91,0,0,0,0
"Census Tract 90.02, Multnomah County, Oregon",2021,489,0,0,0,0,0,0,0,0,29,0,60,0,0,0,0,32,4,0,97,172,95,0,0,0,0,0
"Census Tract 91.01, Multnomah County, Oregon",2021,"1,060",43,0,0,22,0,0,0,0,9,0,0,0,39,25,49,18,36,159,185,257,151,67,0,0,0,0
"Census Tract 91.02, Multnomah County, Oregon",2021,"1,469",0,6,0,0,9,0,16,0,0,0,0,15,33,0,2,189,17,168,235,451,246,82,0,0,0,0
"Census Tract 92.02, Multnomah County, Oregon",2021,"1,103",0,0,27,0,0,0,0,0,0,8,0,0,0,44,0,9,119,165,217,399,56,45,0,0,0,14
"Census Tract 92.03, Multnomah County, Oregon",2021,742,0,0,0,13,38,16,0,0,0,0,0,6,0,7,0,0,26,65,130,293,101,47,0,0,0,0
"Census Tract 92.04, Multnomah County, Oregon",2021,854,9,0,0,0,0,0,25,0,0,0,0,0,0,0,0,54,30,58,232,256,133,23,0,0,0,34
"Census Tract 93.01, Multnomah County, Oregon",2021,999,0,14,0,0,0,0,0,29,0,0,0,0,0,0,0,38,20,105,145,346,255,47,0,0,0,0
"Census Tract 93.02, Multnomah County, Oregon",2021,950,0,0,0,0,0,0,0,40,14,0,0,0,0,0,0,24,20,77,157,450,131,37,0,0,0,0
"Census Tract 94, Multnomah County, Oregon",2021,"2,310",0,0,0,0,0,0,13,0,0,0,0,0,0,22,24,43,57,80,86,"1,230",544,187,24,0,0,0
"Census Tract 95.01, Multnomah County, Oregon",2021,"1,304",56,0,11,0,8,0,0,0,8,8,0,0,0,5,0,52,7,126,121,323,411,160,8,0,0,0
"Census Tract 95.02, Multnomah County, Oregon",2021,906,5,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,18,69,445,278,76,0,0,0,0
"Census Tract 96.03, Multnomah County, Oregon",2021,887,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,10,22,105,256,442,40,0,0,0,0,0
"Census Tract 96.04, Multnomah County, Oregon",2021,910,0,0,0,22,0,6,0,29,0,27,0,0,0,0,30,76,79,70,246,225,100,0,0,0,0,0
"Census Tract 96.05, Multnomah County, Oregon",2021,"1,263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,90,166,481,453,38,0,0,0,0
"Census Tract 96.06, Multnomah County, Oregon",2021,701,18,0,0,0,0,9,14,0,0,0,0,0,0,0,5,16,25,59,125,262,159,9,0,0,0,0
"Census Tract 97.01, Multnomah County, Oregon",2021,"1,036",0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,50,60,105,285,512,15,0,0,0,0,0
"Census Tract 97.03, Multnomah County, Oregon",2021,"1,020",53,4,9,41,0,9,16,0,0,0,48,0,0,21,0,16,133,127,174,198,141,30,0,0,0,0
"Census Tract 97.04, Multnomah County, Oregon",2021,"1,042",0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,128,298,492,107,0,0,0,0,0
"Census Tract 98.01, Multnomah County, Oregon",2021,498,9,44,0,0,0,0,11,24,38,0,9,0,0,0,39,9,50,51,26,170,0,8,0,10,0,0
"Census Tract 98.03, Multnomah County, Oregon",2021,"1,366",0,17,0,0,7,0,0,0,12,0,0,0,0,0,8,79,137,71,232,700,75,17,0,11,0,0
"Census Tract 98.04, Multnomah County, Oregon",2021,662,0,0,0,11,0,7,0,0,0,29,0,0,0,0,6,4,0,93,97,290,80,20,25,0,0,0
"Census Tract 99.03, Multnomah County, Oregon",2021,"2,222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,88,25,699,936,380,24,18,0,23
"Census Tract 99.04, Multnomah County, Oregon",2021,818,0,0,0,0,0,0,11,0,0,0,0,0,8,7,21,70,50,33,70,398,115,35,0,0,0,0
"Census Tract 99.05, Multnomah County, Oregon",2021,902,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,105,109,458,174,17,0,0,0,0
"Census Tract 99.06, Multnomah County, Oregon",2021,"1,355",14,0,0,0,7,0,0,0,0,0,0,7,0,0,8,0,8,40,66,567,372,251,15,0,0,0
"Census Tract 99.07, Multnomah County, Oregon",2021,"1,617",8,0,0,0,0,0,8,0,0,0,12,0,9,0,0,29,25,63,151,424,340,396,83,69,0,0
"Census Tract 100.01, Multnomah County, Oregon",2021,738,0,0,0,0,0,0,0,0,0,21,0,0,0,0,12,0,33,76,79,272,145,36,41,0,0,23
"Census Tract 100.02, Multnomah County, Oregon",2021,"1,286",13,0,0,20,0,0,0,0,0,0,0,0,0,39,0,17,0,79,155,465,427,0,46,0,0,25
"Census Tract 101.01, Multnomah County, Oregon",2021,853,22,13,0,29,23,12,0,0,13,0,0,0,0,0,7,37,13,81,208,293,102,0,0,0,0,0
"Census Tract 101.02, Multnomah County, Oregon",2021,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,24,24,276,218,212,0,0,0,0,0
"Census Tract 102, Multnomah County, Oregon",2021,"2,134",66,52,0,0,40,81,0,76,11,58,21,63,68,19,0,18,0,112,248,739,293,169,0,0,0,0
"Census Tract 103.03, Multnomah County, Oregon",2021,"1,142",0,0,12,12,0,0,0,0,50,0,0,0,24,12,0,0,24,68,84,612,173,52,0,0,0,19
"Census Tract 103.04, Multnomah County, Oregon",2021,858,0,25,15,31,129,26,7,16,0,1,0,0,0,7,20,0,41,46,86,266,91,44,7,0,0,0
"Census Tract 103.05, Multnomah County, Oregon",2021,934,0,0,0,0,29,8,0,12,0,48,0,15,0,30,0,0,0,51,79,525,85,45,0,7,0,0
"Census Tract 103.06, Multnomah County, Oregon",2021,"1,231",0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,14,43,163,642,289,46,0,0,0,0
"Census Tract 104.02, Multnomah County, Oregon",2021,"1,589",0,0,0,0,0,0,12,0,0,0,0,15,0,0,0,15,0,28,110,428,435,439,74,33,0,0
"Census Tract 104.05, Multnomah County, Oregon",2021,"1,149",0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,10,76,166,590,224,59,0,0,0,0
"Census Tract 104.07, Multnomah County, Oregon",2021,"1,127",0,0,0,0,0,0,11,18,0,0,0,0,0,0,10,0,15,14,87,571,264,109,28,0,0,0
"Census Tract 104.08, Multnomah County, Oregon",2021,"1,436",28,37,32,18,42,14,54,105,20,24,0,16,21,27,24,7,0,21,56,519,288,64,19,0,0,0
"Census Tract 104.10, Multnomah County, Oregon",2021,721,12,0,0,6,0,0,0,0,0,0,0,0,0,41,30,46,74,70,225,155,36,26,0,0,0,0
"Census Tract 104.11, Multnomah County, Oregon",2021,629,0,19,7,8,0,0,0,46,8,30,0,0,0,51,37,63,12,62,144,115,27,0,0,0,0,0
"Census Tract 104.12, Multnomah County, Oregon",2021,882,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,22,25,38,301,336,145,0,0,0,0
"Census Tract 104.13, Multnomah County, Oregon",2021,"1,110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,12,111,624,289,51,0,0,0,0
"Census Tract 105, Multnomah County, Oregon",2021,"1,199",0,0,7,0,7,0,8,0,0,0,0,0,0,15,0,0,5,42,48,190,288,424,100,36,0,29
"Census Tract 106.01, Multnomah County, Oregon",2021,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,24,39,76,19,0,48,0
"Census Tract 106.02, Multnomah County, Oregon",2021,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
"Census Tract 9800, Multnomah County, Oregon",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Census Tract 1.01; Multnomah County; Oregon,2022,747,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,20,11,0,75,181,181,163,67,0,0
Census Tract 1.02; Multnomah County; Oregon,2022,"1,151",0,0,0,0,0,0,0,0,0,29,0,0,0,26,0,0,0,15,18,149,49,506,294,65,0,0
Census Tract 2.01; Multnomah County; Oregon,2022,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,171,474,168,17,0,0
Census Tract 2.02; Multnomah County; Oregon,2022,654,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,329,177,0,0,0
Census Tract 3.01; Multnomah County; Oregon,2022,"1,018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,190,501,240,39,9,0
Census Tract 3.02; Multnomah County; Oregon,2022,"2,461",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,17,122,724,"1,200",331,26,0
Census Tract 4.01; Multnomah County; Oregon,2022,"1,098",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,80,266,625,80,34,0,0
Census Tract 4.02; Multnomah County; Oregon,2022,"1,003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,25,22,147,389,357,48,6,0,0
Census Tract 5.01; Multnomah County; Oregon,2022,"1,295",0,0,0,0,0,0,0,10,18,0,0,0,0,0,0,6,0,0,48,286,501,410,7,9,0,0
Census Tract 5.02; Multnomah County; Oregon,2022,"1,282",0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,28,68,366,557,245,0,0,0,0
Census Tract 6.01; Multnomah County; Oregon,2022,"1,520",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,38,151,551,328,206,228,0,0,9
Census Tract 6.02; Multnomah County; Oregon,2022,"1,185",0,0,16,0,0,0,0,20,0,0,0,0,0,11,0,11,8,29,107,551,215,131,81,0,0,5
Census Tract 7.01; Multnomah County; Oregon,2022,"1,370",0,0,0,0,0,0,0,0,23,0,0,0,0,0,8,0,23,27,1,150,563,521,54,0,0,0
Census Tract 7.02; Multnomah County; Oregon,2022,"1,410",0,0,0,0,0,0,0,0,0,16,0,0,0,0,13,0,0,0,28,236,678,392,13,34,0,0
Census Tract 8.01; Multnomah County; Oregon,2022,"1,257",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19,48,253,543,348,0,0,0
Census Tract 8.02; Multnomah County; Oregon,2022,"1,109",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,15,179,406,458,43,0,0,0
Census Tract 9.01; Multnomah County; Oregon,2022,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,27,108,517,158,60,0,0
Census Tract 9.02; Multnomah County; Oregon,2022,693,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,83,245,326,29,0,0,0
Census Tract 10; Multnomah County; Oregon,2022,"1,222",0,0,0,0,0,0,9,0,0,0,28,0,0,51,0,0,0,0,0,134,190,528,241,41,0,0
Census Tract 11.01; Multnomah County; Oregon,2022,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,19,27,42,58,0,0
Census Tract 11.02; Multnomah County; Oregon,2022,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,7,151,105,59,0,30
Census Tract 12.02; Multnomah County; Oregon,2022,979,25,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,13,0,25,46,205,468,170,0,22
Census Tract 12.03; Multnomah County; Oregon,2022,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,251,71,0,0,0
Census Tract 12.04; Multnomah County; Oregon,2022,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,26,0,26,92,0,0,0
Census Tract 13.01; Multnomah County; Oregon,2022,678,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,122,88,278,135,42,0,0
Census Tract 13.02; Multnomah County; Oregon,2022,998,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,40,79,607,251,13,0,0
Census Tract 14; Multnomah County; Oregon,2022,"1,413",0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,31,0,40,288,697,249,61,0,0
Census Tract 15; Multnomah County; Oregon,2022,"1,119",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,67,447,514,52,6,18
Census Tract 16.01; Multnomah County; Oregon,2022,"1,686",26,0,0,0,0,0,0,0,0,0,0,0,0,19,7,0,11,0,0,67,296,791,357,99,13,0
Census Tract 16.02; Multnomah County; Oregon,2022,"1,504",21,35,0,0,8,0,0,0,0,0,0,0,29,0,0,0,8,30,28,527,662,137,19,0,0,0
Census Tract 17.02; Multnomah County; Oregon,2022,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,31,65,75,400,252,0,0,0,3
Census Tract 17.03; Multnomah County; Oregon,2022,"1,112",0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,77,15,49,141,335,438,31,0,0,0
Census Tract 17.04; Multnomah County; Oregon,2022,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,176,170,370,64,0,0,0
Census Tract 18.01; Multnomah County; Oregon,2022,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,188,377,75,0,0,0
Census Tract 18.02; Multnomah County; Oregon,2022,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,83,9,97,423,169,23,13,0
Census Tract 19; Multnomah County; Oregon,2022,"1,606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,24,356,866,236,78,28
Census Tract 20.01; Multnomah County; Oregon,2022,425,0,0,0,0,0,0,0,0,8,0,0,0,0,29,0,0,0,0,0,61,38,192,51,30,16,0
Census Tract 20.02; Multnomah County; Oregon,2022,340,16,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,20,0,44,119,103,21,0,0
Census Tract 21.01; Multnomah County; Oregon,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Census Tract 21.02; Multnomah County; Oregon,2022,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,18,36,31,2,0,0
Census Tract 22.03; Multnomah County; Oregon,2022,688,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,16,112,369,137,45,4,0
Census Tract 23.03; Multnomah County; Oregon,2022,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,13,21,9,11,0,89,55,0,0,0
Census Tract 24.01; Multnomah County; Oregon,2022,890,0,0,0,0,0,0,0,0,0,0,4,0,0,78,0,0,0,0,0,0,17,189,378,176,48,0
Census Tract 24.02; Multnomah County; Oregon,2022,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,0,93,96,33,244,48,78,0,18
Census Tract 25.01; Multnomah County; Oregon,2022,"1,638",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,11,18,356,734,436,73,0
Census Tract 25.02; Multnomah County; Oregon,2022,743,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,9,57,45,63,170,140,196,0,35
Census Tract 26; Multnomah County; Oregon,2022,"1,126",0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,22,24,423,353,188,8,0
Census Tract 27.01; Multnomah County; Oregon,2022,"1,137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,584,355,158,8,0
Census Tract 27.02; Multnomah County; Oregon,2022,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,33,38,353,200,14,0,0
Census Tract 28.01; Multnomah County; Oregon,2022,"1,080",0,0,0,0,0,0,8,0,0,0,13,0,0,0,0,0,0,0,0,28,65,463,427,76,0,0
Census Tract 28.02; Multnomah County; Oregon,2022,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,37,146,556,158,30,0,0
Census Tract 29.01; Multnomah County; Oregon,2022,"1,416",0,0,0,0,0,0,0,0,0,7,0,0,0,12,0,0,0,19,121,122,344,757,34,0,0,0
Census Tract 29.02; Multnomah County; Oregon,2022,"1,866",0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,54,351,547,772,99,26,0,0
Census Tract 29.03; Multnomah County; Oregon,2022,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,59,297,260,201,0,46,0,0
Census Tract 30; Multnomah County; Oregon,2022,"1,858",0,0,0,0,0,0,0,0,13,21,0,0,0,30,0,0,0,0,14,27,276,950,523,4,0,0
Census Tract 31; Multnomah County; Oregon,2022,"1,390",39,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,21,34,8,548,515,196,21,0
Census Tract 32; Multnomah County; Oregon,2022,"1,228",17,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,7,7,59,147,613,288,68,0,0
Census Tract 33.01; Multnomah County; Oregon,2022,548,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,22,13,10,124,284,68,17,0,0
Census Tract 33.02; Multnomah County; Oregon,2022,817,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,60,105,374,175,93,0,0
Census Tract 34.01; Multnomah County; Oregon,2022,796,0,0,0,0,0,0,11,0,8,0,9,0,0,0,0,0,9,0,29,35,84,421,180,10,0,0
Census Tract 34.02; Multnomah County; Oregon,2022,588,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,29,31,262,74,0,0,0
Census Tract 35.01; Multnomah County; Oregon,2022,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,38,100,95,470,64,33,0,0
Census Tract 35.02; Multnomah County; Oregon,2022,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,32,337,130,74,0,0
Census Tract 36.01; Multnomah County; Oregon,2022,"1,335",20,0,0,0,88,0,0,16,0,0,0,0,0,0,0,21,0,105,11,100,231,630,41,72,0,0
Census Tract 36.02; Multnomah County; Oregon,2022,"2,187",26,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,31,69,61,290,"1,343",350,0,0,0
Census Tract 36.03; Multnomah County; Oregon,2022,526,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,31,0,14,125,228,85,21,0,13
Census Tract 37.01; Multnomah County; Oregon,2022,"1,004",0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,38,149,165,593,41,0,0,0
Census Tract 37.02; Multnomah County; Oregon,2022,748,5,0,0,0,0,0,0,34,0,0,0,0,0,0,0,4,0,0,0,31,113,330,154,77,0,0
Census Tract 38.01; Multnomah County; Oregon,2022,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,75,336,299,23,12,0,0
Census Tract 38.02; Multnomah County; Oregon,2022,868,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,9,108,278,426,29,0,0,0
Census Tract 38.03; Multnomah County; Oregon,2022,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,11,20,46,248,452,131,0,0,0
Census Tract 39.02; Multnomah County; Oregon,2022,"1,168",10,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,10,8,0,54,275,650,109,19,0,18
Census Tract 39.03; Multnomah County; Oregon,2022,621,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,27,69,261,252,0,0,0,0
Census Tract 39.04; Multnomah County; Oregon,2022,"1,336",5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,0,154,463,667,12,0,0,0
Census Tract 40.02; Multnomah County; Oregon,2022,"1,183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,159,365,551,93,3,0,0
Census Tract 40.03; Multnomah County; Oregon,2022,"1,575",14,0,0,0,0,0,0,0,0,0,23,0,14,19,13,23,0,53,103,103,900,295,15,0,0,0
Census Tract 41.02; Multnomah County; Oregon,2022,"1,664",0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,25,0,107,57,476,527,327,93,0,0,40
Census Tract 41.03; Multnomah County; Oregon,2022,"1,226",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,22,372,444,310,12,0,0,0
Census Tract 41.04; Multnomah County; Oregon,2022,531,13,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,14,28,113,158,189,0,0,0,0
Census Tract 42; Multnomah County; Oregon,2022,902,5,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,116,25,262,255,194,22,0,0,0
Census Tract 43; Multnomah County; Oregon,2022,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,57,107,88,98,34,0,0
Census Tract 45; Multnomah County; Oregon,2022,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,44,193,84,235,32,6
Census Tract 46.01; Multnomah County; Oregon,2022,"1,360",7,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,47,100,260,276,361,239,46
Census Tract 46.02; Multnomah County; Oregon,2022,632,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,0,0,15,6,16,10,109,130,188,84,53
Census Tract 47; Multnomah County; Oregon,2022,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,21,107,100,197,122,72,16
Census Tract 48; Multnomah County; Oregon,2022,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,98,27,50,47,11,22
Census Tract 49.01; Multnomah County; Oregon,2022,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,15,110,15,69,34,153,18,0
Census Tract 49.02; Multnomah County; Oregon,2022,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25,30,0,51,0,0
Census Tract 50.01; Multnomah County; Oregon,2022,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,158,150,54,27,17,0
Census Tract 50.02; Multnomah County; Oregon,2022,161,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,7,51,15,17,0,0,0,23,34,0,0
Census Tract 51.01; Multnomah County; Oregon,2022,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,64,82,101,207,169,23,29
Census Tract 51.02; Multnomah County; Oregon,2022,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,108,104,326,30,112,0,37
Census Tract 51.03; Multnomah County; Oregon,2022,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,151,0,30,0,49,0,0
Census Tract 52.01; Multnomah County; Oregon,2022,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,26,0,0,26,0,0,0,0,0
Census Tract 52.02; Multnomah County; Oregon,2022,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,161,36,169,14,29,0,14
Census Tract 55; Multnomah County; Oregon,2022,329,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,24,0,102,46,96,29,19,0,0
Census Tract 56.01; Multnomah County; Oregon,2022,289,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,51,47,114,37,0,0,0
Census Tract 56.02; Multnomah County; Oregon,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Census Tract 57.01; Multnomah County; Oregon,2022,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0
Census Tract 57.02; Multnomah County; Oregon,2022,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,60,180,168,327,52,28,17,0
Census Tract 58; Multnomah County; Oregon,2022,"1,184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,0,30,60,293,334,298,102,39
Census Tract 59.01; Multnomah County; Oregon,2022,309,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,27,0,0,25,187,61,0,0,0
Census Tract 59.02; Multnomah County; Oregon,2022,718,20,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,11,95,270,169,70,59,0
Census Tract 59.03; Multnomah County; Oregon,2022,"1,049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,53,370,235,147,10,12,13
Census Tract 60.01; Multnomah County; Oregon,2022,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,30,102,183,60,12,8
Census Tract 60.02; Multnomah County; Oregon,2022,759,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,5,56,459,181,43,0,0
Census Tract 61; Multnomah County; Oregon,2022,842,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,56,264,304,182,10,3
Census Tract 62; Multnomah County; Oregon,2022,"1,079",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,39,165,590,219,34,0,13
